merge_cod,freez,hum,lev_max,lev_mid,lev_min,rain,rain_1mm,rain_cum,rain_max_10,rain_max_day,sun,temp_avg,temp_max_abs,temp_max_avg,temp_min_abs,wind_avg,wind_max,wind_max_avg,code_merge,codigo, estacion,year,month
C0B9_Sangroniz_2019_FEB,0,74.7,2.192,0.554,0.430,10,7,45.5,2.2,25.2,,9.7,26.2,17.6,3.4,,,,C0B9_Sangroniz_2019_FEB,C0B9,Sangroniz,2019,FEB
C0C3_Sodupe_2019_FEB,1,82.7,,,,10,6,59.2,1.9,43,,9.1,26.8,18.0,2.9,5.5,47.5,30.3,C0C3_Sodupe_2019_FEB,C0C3,Sodupe,2019,FEB
C066_Untzueta_2019_FEB,1,67.8,,,,,,,,,,8.6,21.8,13.0,5.4,24.3,117.0,53.3,C066_Untzueta_2019_FEB,C066,Untzueta,2019,FEB
C022_Urkiola_2019_FEB,6,75.8,,,,9,5,62.8,1.3,31,10.9,6.6,21.4,11.9,2.3,13.0,107.6,43.7,C022_Urkiola_2019_FEB,C022,Urkiola,2019,FEB
C0B3_Urkizu_2019_FEB,2,72.8,2.102,0.672,0.218,9,5,54.1,1.5,30.3,,9.5,26.4,17.4,3.3,,,,C0B3_Urkizu_2019_FEB,C0B3,Urkizu,2019,FEB
C037_Venta Alta_2019_FEB,0,,,,,10,5,61.3,2.2,41.4,10.4,10.7,26.2,17.0,5.6,11.0,94.0,43.9,C037_Venta Alta_2019_FEB,C037,Venta Alta,2019,FEB
C0E5_Agauntza_2019_FEB,0,73.1,1.539,0.370,0.213,8,5,45.8,1.8,33.5,,8.9,25.3,15.9,3.4,,,,C0E5_Agauntza_2019_FEB,C0E5,Agauntza,2019,FEB
C0DB_Aitzu_2019_FEB,2,73.7,1.223,0.314,0.164,8,6,82.7,2.7,44.8,,7.6,25.1,15.3,2.2,,,,C0DB_Aitzu_2019_FEB,C0DB,Aitzu,2019,FEB
C0D3_Aixola_2019_FEB,1,76.8,0.364,0.154,0.109,9,5,61.6,1.9,31.1,,7.9,24.3,15.4,3.0,,,,C0D3_Aixola_2019_FEB,C0D3,Aixola,2019,FEB
C0DD_Aizarnazabal_2019_FEB,0,67.8,1.698,0.597,0.373,7,5,24.2,1.3,9,,10.5,25.4,15.9,5.7,,,,C0DD_Aizarnazabal_2019_FEB,C0DD,Aizarnazabal,2019,FEB
C0E9_Alegia_2019_FEB,0,83.3,3.092,0.636,0.356,7,7,60.6,2,34.5,,9.2,29.2,18.7,3.4,,,,C0E9_Alegia_2019_FEB,C0E9,Alegia,2019,FEB
C078_Altzola_2019_FEB,0,72.7,3.179,0.719,0.407,8,6,68.2,2.3,36.1,,9.8,26.4,17.1,4.6,,,,C078_Altzola_2019_FEB,C078,Altzola,2019,FEB
C052_Ameraun_2019_FEB,0,67.6,1.559,0.521,0.291,9,7,96.5,2.3,46.7,,9.4,27.4,16.4,4.3,,,,C052_Ameraun_2019_FEB,C052,Ameraun,2019,FEB
C0E1_Amundarain_2019_FEB,2,,1.316,0.387,0.248,9,5,45.7,1.2,29.6,,8.8,26.7,16.8,2.6,,,,C0E1_Amundarain_2019_FEB,C0E1,Amundarain,2019,FEB
C077_Andoain_2019_FEB,0,79.3,1.390,0.567,0.254,8,7,58.3,2.8,25,,10.0,27.0,17.0,4.5,,,,C077_Andoain_2019_FEB,C077,Andoain,2019,FEB
C080_Añarbe_2019_FEB,1,74.9,0.995,0.493,0.284,9,7,101.3,3.2,36,,9.6,27.7,17.6,4.0,,,,C080_Añarbe_2019_FEB,C080,Añarbe,2019,FEB
C0E8_Araxes_2019_FEB,1,77.5,1.460,0.505,0.293,8,6,45.3,1.5,25,,8.6,25.6,16.6,3.2,,,,C0E8_Araxes_2019_FEB,C0E8,Araxes,2019,FEB
C023_Arrasate_2019_FEB,3,69.3,,,,7,5,65.5,1.6,36.6,10.8,8.8,26.2,16.4,2.9,5.7,90.0,36.2,C023_Arrasate_2019_FEB,C023,Arrasate,2019,FEB
C084_Behobia_2019_FEB,0,65.3,,,,10,6,44.6,1.2,14.3,,11.0,25.5,16.3,6.3,,,,C084_Behobia_2019_FEB,C084,Behobia,2019,FEB
C0EA_Belauntza_2019_FEB,0,79.1,0.747,0.332,0.229,9,8,58.2,2.6,27.3,,9.0,25.8,16.8,3.6,,,,C0EA_Belauntza_2019_FEB,C0EA,Belauntza,2019,FEB
C026_Berastegi_2019_FEB,3,50.2,,,,9,7,98.2,2.9,49.3,,8.7,25.7,14.9,2.9,7.1,70.6,36.6,C026_Berastegi_2019_FEB,C026,Berastegi,2019,FEB
C058_Bidania_2019_FEB,,,,,,8,7,72,2.7,32.7,11.1,,,,,10.5,100.8,39.0,C058_Bidania_2019_FEB,C058,Bidania,2019,FEB
C0F0_Ereñozu_2019_FEB,0,81.5,1.583,0.792,0.430,9,7,62.5,2.3,22.8,,9.4,24.4,16.1,4.6,,,,C0F0_Ereñozu_2019_FEB,C0F0,Ereñozu,2019,FEB
C0F1_Eskas_2019_FEB,2,63.6,,,,9,8,114.9,2.2,38.1,,9.6,24.9,14.4,5.8,,,,C0F1_Eskas_2019_FEB,C0F1,Eskas,2019,FEB
C0E7_Estanda_2019_FEB,0,73.4,1.160,0.282,0.154,8,5,66.5,1.5,48,,9.2,27.3,17.2,3.2,,,,C0E7_Estanda_2019_FEB,C0E7,Estanda,2019,FEB
C018_Higer_2019_FEB,0,,,,,,,,,,10.3,,,,,12.0,87.8,40.9,C018_Higer_2019_FEB,C018,Higer,2019,FEB
C0DC_Ibai Eder_2019_FEB,0,80.7,0.900,0.313,0.204,7,6,68.5,3.6,43.4,9.4,10.7,29.9,19.7,4.2,,,,C0DC_Ibai Eder_2019_FEB,C0DC,Ibai Eder,2019,FEB
C071_Jaizkibel_2019_FEB,1,61.0,,,,,,,,,,10.4,24.2,14.1,7.5,21.7,97.2,53.5,C071_Jaizkibel_2019_FEB,C071,Jaizkibel,2019,FEB
C0EC_Lasarte_2019_FEB,0,67.8,3.448,0.816,0.494,7,7,75.5,4.2,35.1,9.9,10.9,28.1,16.9,6.0,8.1,67.0,35.2,C0EC_Lasarte_2019_FEB,C0EC,Lasarte,2019,FEB
C0DE_Matxinbenta_2019_FEB,2,,0.689,0.210,0.114,8,6,76.9,1.9,47.6,,8.3,24.0,15.2,2.9,,,,C0DE_Matxinbenta_2019_FEB,C0DE,Matxinbenta,2019,FEB
C017_Miramon_2019_FEB,0,70.3,,,,8,7,55,2,19.6,,11.6,28.8,17.3,7.1,10.7,88.6,38.6,C017_Miramon_2019_FEB,C017,Miramon,2019,FEB
C0F4_Oiartzun_2019_FEB,0,69.6,0.938,0.401,0.261,9,7,65.4,1.9,21.9,,10.6,27.2,17.5,4.9,,,,C0F4_Oiartzun_2019_FEB,C0F4,Oiartzun,2019,FEB
C0D1_Oñati_2019_FEB,2,77.5,2.018,0.434,0.212,5,5,54.1,1.3,28.3,,8.6,24.9,16.7,2.4,,,,C0D1_Oñati_2019_FEB,C0D1,Oñati,2019,FEB
C043_Ordizia_2019_FEB,1,82.2,,,,8,5,53.5,1.6,38,10.2,9.8,27.8,17.1,3.9,6.3,71.3,34.9,C043_Ordizia_2019_FEB,C043,Ordizia,2019,FEB
C0D2_San Prudentzio_2019_FEB,0,77.4,1.765,0.588,0.374,7,5,53.1,1.3,28,,8.7,24.9,16.6,3.0,,,,C0D2_San Prudentzio_2019_FEB,C0D2,San Prudentzio,2019,FEB
C007_Santa Clara_2019_FEB,,,,,,,,,,,10.9,,,,,14.0,106.9,45.3,C007_Santa Clara_2019_FEB,C007,Santa Clara,2019,FEB
C0D0_Urkulu_2019_FEB,2,68.5,0.748,0.148,0.068,7,5,51.7,1.6,22.9,,8.7,24.5,15.5,3.6,,,,C0D0_Urkulu_2019_FEB,C0D0,Urkulu,2019,FEB
C064_Zarautz_2019_FEB,0,63.2,,,,7,5,26,1,8,,12.2,25.8,16.0,8.9,15.5,108.7,46.9,C064_Zarautz_2019_FEB,C064,Zarautz,2019,FEB
C028_Zegama_2019_FEB,1,63.3,,,,5,5,50.3,1.2,23.8,,9.5,23.9,13.7,5.7,11.1,83.5,44.6,C028_Zegama_2019_FEB,C028,Zegama,2019,FEB
C029_Zizurkil_2019_FEB,0,66.9,,,,9,6,40.6,2.3,17.6,10.3,11.5,27.8,17.4,7.0,10.7,94.0,44.4,C029_Zizurkil_2019_FEB,C029,Zizurkil,2019,FEB
C076_Abetxuko_2017_FEB,4,83.1,0.290,0.129,,12,9,54.1,2.5,10.5,,7.1,18.9,13.2,2.1,,,,C076_Abetxuko_2017_FEB,C076,Abetxuko,2017,FEB
C0A4_Albaina_2017_FEB,,,,,,,,,,,,,,,,,,,C0A4_Albaina_2017_FEB,C0A4,Albaina,2017,FEB
C056_Alegria_2017_FEB,4,79.6,1.107,0.459,,12,9,45.6,1.8,8.7,,7.1,17.2,12.3,2.7,11.3,107.6,46.6,C056_Alegria_2017_FEB,C056,Alegria,2017,FEB
C035_Altube_2017_FEB,1,95.7,,,,12,10,71.5,1.7,19.4,8.2,8.4,19.2,13.6,3.6,8.5,97.9,41.5,C035_Altube_2017_FEB,C035,Altube,2017,FEB
C0A3_Antoñana_2017_FEB,13,79.5,1.036,0.656,,,,,,,,5.5,17.1,10.9,0.3,,,,C0A3_Antoñana_2017_FEB,C0A3,Antoñana,2017,FEB
C016_Arkauti_2017_FEB,4,84.2,,,,13,9,54.5,1.9,12.8,8.0,7.3,17.8,12.8,2.6,9.6,107.6,41.9,C016_Arkauti_2017_FEB,C016,Arkauti,2017,FEB
C025_Beluntza_2017_FEB,2,80.0,,,,,,,,,,7.9,21.2,13.5,3.7,23.3,149.0,61.8,C025_Beluntza_2017_FEB,C025,Beluntza,2017,FEB
C0A2_Egino_2017_FEB,6,83.8,0.817,0.385,,,,,,,,7.4,18.0,12.3,2.8,,,,C0A2_Egino_2017_FEB,C0A2,Egino,2017,FEB
C034_Espejo_2017_FEB,6,81.5,,,,12,10,59.8,1.2,12.4,8.6,7.4,19.2,13.2,2.1,8.8,96.5,38.6,C034_Espejo_2017_FEB,C034,Espejo,2017,FEB
C0AA_Etura_2017_FEB,6,86.4,1.209,0.512,,13,10,66.4,2.4,15.3,7.8,6.9,17.2,12.4,2.1,13.3,107.6,45.6,C0AA_Etura_2017_FEB,C0AA,Etura,2017,FEB
C067_Gardea_2017_FEB,0,,0.660,0.281,,13,10,67,2.1,18.3,,10.2,20.5,15.8,5.2,8.7,97.2,40.5,C067_Gardea_2017_FEB,C067,Gardea,2017,FEB
C040_Gasteiz_2017_FEB,0,77.2,,,,,,,,,8.5,9.2,18.9,13.7,5.4,11.3,123.1,50.8,C040_Gasteiz_2017_FEB,C040,Gasteiz,2017,FEB
C044_Gorbea_2017_FEB,1,86.6,,,,11,10,81.2,1.8,16.4,,6.8,17.4,12.1,2.5,,,,C044_Gorbea_2017_FEB,C044,Gorbea,2017,FEB
C048_Herrera_2017_FEB,8,85.2,,,,12,10,54.9,1.7,11.6,7.7,5.2,15.2,8.7,2.3,21.1,135.0,65.2,C048_Herrera_2017_FEB,C048,Herrera,2017,FEB
C068_Ilarduia_2017_FEB,5,77.3,,,,13,12,114.3,2.5,25.3,,7.8,18.4,12.6,3.1,16.3,147.2,57.2,C068_Ilarduia_2017_FEB,C068,Ilarduia,2017,FEB
C024_Iturrieta_2017_FEB,10,83.2,,,,13,10,117.7,2.8,20.3,7.9,5.1,15.9,9.4,1.1,18.3,130.7,54.4,C024_Iturrieta_2017_FEB,C024,Iturrieta,2017,FEB
C00A_Kanpezu_2017_FEB,7,83.2,,,,,,,,,7.7,7.1,19.0,12.4,1.9,15.1,118.8,48.7,C00A_Kanpezu_2017_FEB,C00A,Kanpezu,2017,FEB
C047_Kapildui_2017_FEB,6,77.6,,,,13,10,64.7,3,18.1,,5.3,15.5,8.8,2.5,24.8,140.8,66.4,C047_Kapildui_2017_FEB,C047,Kapildui,2017,FEB
C031_Moreda_2017_FEB,0,80.7,,,,11,9,40.8,2.2,8.1,8.2,9.0,20.1,13.7,4.9,16.2,113.4,51.6,C031_Moreda_2017_FEB,C031,Moreda,2017,FEB
C041_Navarrete_2017_FEB,11,85.7,,,,11,11,68.8,1.8,15,7.7,6.2,17.4,11.8,1.2,14.0,116.6,49.3,C041_Navarrete_2017_FEB,C041,Navarrete,2017,FEB
C055_Ozaeta_2017_FEB,5,80.3,0.877,0.395,,12,10,66.8,3,14.6,,8.0,19.3,13.7,2.8,,,,C055_Ozaeta_2017_FEB,C055,Ozaeta,2017,FEB
C060_Páganos_2017_FEB,2,79.8,,,,11,8,33.5,1.8,7.7,8.4,7.6,18.7,12.2,3.4,15.2,107.3,50.5,C060_Páganos_2017_FEB,C060,Páganos,2017,FEB
C0A1_Pagoeta_2017_FEB,18,79.8,0.278,0.188,,,,,,,,4.8,15.2,10.0,0.0,,,,C0A1_Pagoeta_2017_FEB,C0A1,Pagoeta,2017,FEB
C021_Roitegi_2017_FEB,8,84.4,,,,,,,,,,5.3,15.9,9.4,1.6,21.0,131.8,58.4,C021_Roitegi_2017_FEB,C021,Roitegi,2017,FEB
C030_Salvatierra_2017_FEB,6,,,,,12,9,94.4,2,18.7,8.0,7.1,18.3,12.8,2.0,11.0,108.4,47.5,C030_Salvatierra_2017_FEB,C030,Salvatierra,2017,FEB
C051_Saratxo_2017_FEB,0,70.0,0.505,0.218,,11,9,53.4,2,12.3,7.8,10.4,21.5,15.8,5.4,8.5,115.6,43.6,C051_Saratxo_2017_FEB,C051,Saratxo,2017,FEB
C0A0_Sarria_2017_FEB,1,87.9,0.533,0.281,,12,10,82.8,1.6,24.4,,7.7,19.4,13.8,2.6,,,,C0A0_Sarria_2017_FEB,C0A0,Sarria,2017,FEB
C049_Subijana_2017_FEB,7,80.8,,,,12,10,38.7,0.9,8.6,,6.7,18.5,12.4,1.6,,,,C049_Subijana_2017_FEB,C049,Subijana,2017,FEB
C00B_Tobillas_2017_FEB,,,,,,,,,,,,,,,,,,,C00B_Tobillas_2017_FEB,C00B,Tobillas,2017,FEB
C020_Trebiño_2017_FEB,6,80.3,,,,11,9,47.1,2.5,8.3,7.9,7.1,17.4,12.4,2.3,14.3,116.3,51.0,C020_Trebiño_2017_FEB,C020,Trebiño,2017,FEB
C070_Zaldiaran_2017_FEB,5,89.1,,,,12,8,31.6,1.6,8.3,,5.3,14.7,8.8,2.4,,,,C070_Zaldiaran_2017_FEB,C070,Zaldiaran,2017,FEB
C050_Zambrana_2017_FEB,4,79.0,,,,12,10,34,2.3,9,7.3,7.9,19.3,13.6,3.0,12.8,110.9,46.1,C050_Zambrana_2017_FEB,C050,Zambrana,2017,FEB
C0B1_Abusu (La Peña)_2017_FEB,0,72.5,1.520,0.514,,14,8,76.9,2.3,14.9,,10.7,19.2,15.5,6.5,,,,C0B1_Abusu (La Peña)_2017_FEB,C0B1,Abusu (La Peña),2017,FEB
C079_Amorebieta_2017_FEB,0,74.1,1.275,0.496,,12,10,112,2.9,28.6,,10.0,20.2,15.6,5.1,,,,C079_Amorebieta_2017_FEB,C079,Amorebieta,2017,FEB
C0C1_Aranguren_2017_FEB,0,77.7,1.493,0.688,,11,9,71,1.5,16.9,,11.4,23.3,17.8,6.4,,,,C0C1_Aranguren_2017_FEB,C0C1,Aranguren,2017,FEB
C061_Arboleda_2017_FEB,0,73.8,,,,11,9,80.4,2.6,16,7.9,10.2,19.6,14.5,6.3,16.6,126.7,57.6,C061_Arboleda_2017_FEB,C061,Arboleda,2017,FEB
C032_Areta_2017_FEB,1,74.3,0.557,0.304,,13,9,67.1,2.2,17.4,,9.7,20.2,15.5,4.7,5.7,63.7,35.3,C032_Areta_2017_FEB,C032,Areta,2017,FEB
C002_Arteaga_2017_FEB,0,73.0,,,,14,10,91.5,2.6,24.9,7.7,11.2,21.5,17.1,6.1,6.0,90.4,39.7,C002_Arteaga_2017_FEB,C002,Arteaga,2017,FEB
C0C2_Balmaseda_2017_FEB,6,78.7,0.591,0.328,,11,9,88.4,2.5,22.8,,7.9,18.6,14.1,2.4,,,,C0C2_Balmaseda_2017_FEB,C0C2,Balmaseda,2017,FEB
C069_Bermeo_2017_FEB,0,73.9,,,,13,10,92.2,1.9,24.3,7.7,11.7,19.6,15.5,8.5,11.0,100.1,44.3,C069_Bermeo_2017_FEB,C069,Bermeo,2017,FEB
C0B6_Berna_2017_FEB,0,79.0,,,,12,10,121.8,2,30.2,,9.5,19.8,15.7,4.3,,,,C0B6_Berna_2017_FEB,C0B6,Berna,2017,FEB
C0BE_Berriatua_2017_FEB,0,79.8,0.820,0.299,,13,11,85.4,1.3,24.7,,10.9,21.4,16.4,6.2,,,,C0BE_Berriatua_2017_FEB,C0BE,Berriatua,2017,FEB
C065_Cerroja_2017_FEB,0,73.9,,,,11,9,82.6,1.5,16.8,7.5,8.8,16.7,12.4,5.8,21.1,173.5,66.8,C065_Cerroja_2017_FEB,C065,Cerroja,2017,FEB
C003_Derio_2017_FEB,0,71.4,,,,14,8,99.7,3.4,26.9,7.7,10.7,20.8,16.3,5.6,8.0,99.7,42.0,C003_Derio_2017_FEB,C003,Derio,2017,FEB
C039_Deusto_2017_FEB,0,89.6,,,,14,8,78.8,2.5,16.8,8.1,11.9,20.6,16.1,8.4,13.3,104.0,48.3,C039_Deusto_2017_FEB,C039,Deusto,2017,FEB
C075_Eitzaga_2017_FEB,0,,,,,12,11,121.8,3.7,32.3,,10.6,21.8,16.6,6.0,7.0,84.2,40.9,C075_Eitzaga_2017_FEB,C075,Eitzaga,2017,FEB
C074_Elorrio_2017_FEB,0,78.4,0.562,0.214,,13,10,109.1,2.9,25,,10.3,20.7,16.0,5.3,,,,C074_Elorrio_2017_FEB,C074,Elorrio,2017,FEB
C009_Galdakao_2017_FEB,,,,,,,,,,,,,,,,,,,C009_Galdakao_2017_FEB,C009,Galdakao,2017,FEB
C038_Galindo_2017_FEB,0,67.6,,,,16,9,94.6,2.9,17.9,,12.0,20.7,16.4,8.1,9.3,90.7,43.6,C038_Galindo_2017_FEB,C038,Galindo,2017,FEB
C033_Igorre_2017_FEB,0,80.5,,,,11,11,78.5,2.4,14.8,8.0,11.2,21.6,16.4,6.6,,100.8,43.6,C033_Igorre_2017_FEB,C033,Igorre,2017,FEB
C0BD_Iruzubieta_2017_FEB,1,80.4,0.655,0.248,,13,11,131.8,2.2,24.7,,9.1,20.0,15.3,3.8,,,,C0BD_Iruzubieta_2017_FEB,C0BD,Iruzubieta,2017,FEB
C036_Iurreta_2017_FEB,0,75.7,,,,12,10,105.5,1.9,27.4,8.4,10.9,20.4,16.1,6.4,11.5,101.5,48.5,C036_Iurreta_2017_FEB,C036,Iurreta,2017,FEB
C045_La Garbea_2017_FEB,0,85.8,,,,11,8,63.4,1.4,15.7,,8.5,17.7,12.2,5.4,26.6,146.2,67.0,C045_La Garbea_2017_FEB,C045,La Garbea,2017,FEB
C0B7_Mañaria_2017_FEB,1,73.7,0.688,0.257,,12,10,119.6,3.2,24.4,,9.5,17.9,14.8,4.6,,,,C0B7_Mañaria_2017_FEB,C0B7,Mañaria,2017,FEB
C019_Matxitxako_2017_FEB,0,78.1,,,,14,10,71.5,1.7,19,7.1,9.9,18.3,13.6,7.4,31.4,138.2,70.6,C019_Matxitxako_2017_FEB,C019,Matxitxako,2017,FEB
C057_Mungia_2017_FEB,0,76.4,2.759,0.677,,13,8,86.1,2.4,22,8.0,11.9,22.0,17.2,6.7,9.5,84.6,44.2,C057_Mungia_2017_FEB,C057,Mungia,2017,FEB
C063_Muxika_2017_FEB,0,76.3,0.938,0.263,,13,9,99.5,2,18.6,,11.1,22.1,17.5,5.6,,,,C063_Muxika_2017_FEB,C063,Muxika,2017,FEB
C046_Oiz_2017_FEB,1,83.3,,,,11,9,50.9,1.2,12.5,,6.2,16.0,9.5,3.6,32.9,129.2,70.8,C046_Oiz_2017_FEB,C046,Oiz,2017,FEB
C0BA_Oleta_2017_FEB,0,80.1,0.728,0.257,,14,11,99,2.7,28.6,,10.7,21.1,16.1,5.9,,,,C0BA_Oleta_2017_FEB,C0BA,Oleta,2017,FEB
C059_Ordunte_2017_FEB,2,71.1,,,,10,9,79.3,1.6,20.3,,8.6,19.5,13.7,4.2,11.5,119.9,52.1,C059_Ordunte_2017_FEB,C059,Ordunte,2017,FEB
C072_Orduña_2017_FEB,4,83.6,,,,12,9,57.7,1.1,11.8,,5.9,16.4,9.4,2.9,32.8,188.3,78.5,C072_Orduña_2017_FEB,C072,Orduña,2017,FEB
C0B4_Orozko_2017_FEB,0,78.0,0.506,0.130,,12,11,74.7,1.8,17.3,,9.6,20.0,15.1,5.0,6.6,77.0,34.9,C0B4_Orozko_2017_FEB,C0B4,Orozko,2017,FEB
C054_Otxandio_2017_FEB,7,83.1,1.105,0.315,,13,10,103.7,2.6,19.5,8.1,7.1,17.8,12.8,2.0,6.7,74.5,37.3,C054_Otxandio_2017_FEB,C054,Otxandio,2017,FEB
C042_Punta Galea_2017_FEB,0,70.9,,,,14,9,69.5,2.5,17.1,8.4,12.4,20.1,15.8,9.2,21.1,131.0,63.8,C042_Punta Galea_2017_FEB,C042,Punta Galea,2017,FEB
C0B9_Sangroniz_2017_FEB,0,77.4,1.515,0.530,,16,8,79.9,2.4,17.2,,10.5,20.1,16.1,5.2,,,,C0B9_Sangroniz_2017_FEB,C0B9,Sangroniz,2017,FEB
C0C3_Sodupe_2017_FEB,0,76.2,,,,13,9,73,1.9,19.8,,10.2,21.3,16.2,5.2,7.3,90.4,39.9,C0C3_Sodupe_2017_FEB,C0C3,Sodupe,2017,FEB
C066_Untzueta_2017_FEB,0,,,,,,,,,,,7.5,16.6,11.4,4.5,25.7,134.3,65.7,C066_Untzueta_2017_FEB,C066,Untzueta,2017,FEB
C022_Urkiola_2017_FEB,3,83.0,,,,12,10,113.2,1.8,22.6,7.9,5.9,16.2,10.3,2.1,14.1,98.6,49.6,C022_Urkiola_2017_FEB,C022,Urkiola,2017,FEB
C0B3_Urkizu_2017_FEB,1,78.4,1.280,0.493,,11,11,85.1,2.3,19,,9.6,19.5,15.8,4.4,,,,C0B3_Urkizu_2017_FEB,C0B3,Urkizu,2017,FEB
C037_Venta Alta_2017_FEB,0,74.0,,,,13,9,79.6,1.6,15.2,8.1,10.6,19.8,15.5,6.4,12.4,104.8,48.5,C037_Venta Alta_2017_FEB,C037,Venta Alta,2017,FEB
C0E5_Agauntza_2017_FEB,0,77.3,0.730,0.348,,13,12,86.1,2.4,12.9,,9.6,18.7,14.8,5.1,,,,C0E5_Agauntza_2017_FEB,C0E5,Agauntza,2017,FEB
C0DB_Aitzu_2017_FEB,2,79.6,0.739,0.282,,13,12,125.8,3.2,27.4,,8.0,20.2,14.4,3.1,,,,C0DB_Aitzu_2017_FEB,C0DB,Aitzu,2017,FEB
C0D3_Aixola_2017_FEB,0,80.6,0.267,0.108,,12,11,115.7,1.2,29.5,,8.6,18.3,14.2,4.2,,,,C0D3_Aixola_2017_FEB,C0D3,Aixola,2017,FEB
C0DD_Aizarnazabal_2017_FEB,0,76.0,1.026,0.542,,14,11,99.6,3.1,20.1,,10.2,19.0,15.0,5.7,,,,C0DD_Aizarnazabal_2017_FEB,C0DD,Aizarnazabal,2017,FEB
C0E9_Alegia_2017_FEB,1,83.9,1.221,0.573,,13,11,94.6,2,21.9,,9.1,20.3,15.4,4.2,,,,C0E9_Alegia_2017_FEB,C0E9,Alegia,2017,FEB
C078_Altzola_2017_FEB,0,78.0,1.337,0.634,,12,12,108.3,2.6,18.5,,9.7,19.8,15.1,5.3,,,,C078_Altzola_2017_FEB,C078,Altzola,2017,FEB
C052_Ameraun_2017_FEB,0,74.0,0.880,0.306,,13,12,137.1,3,27.9,,9.0,18.4,13.7,4.4,,,,C052_Ameraun_2017_FEB,C052,Ameraun,2017,FEB
C0E1_Amundarain_2017_FEB,0,78.1,0.723,0.346,,13,13,87.4,1.4,17.2,,9.4,20.1,15.1,4.6,,,,C0E1_Amundarain_2017_FEB,C0E1,Amundarain,2017,FEB
C077_Andoain_2017_FEB,0,79.8,0.832,0.547,,13,10,93.3,2.1,17.3,,9.8,20.0,15.0,4.9,,,,C077_Andoain_2017_FEB,C077,Andoain,2017,FEB
C080_Añarbe_2017_FEB,1,83.4,0.700,0.358,,14,9,147.1,2.8,30.3,,9.0,19.9,15.1,3.4,,,,C080_Añarbe_2017_FEB,C080,Añarbe,2017,FEB
C0E8_Araxes_2017_FEB,0,80.7,1.011,0.457,,13,12,116.9,2.5,30.1,,9.7,20.0,15.5,4.9,,,,C0E8_Araxes_2017_FEB,C0E8,Araxes,2017,FEB
C023_Arrasate_2017_FEB,0,75.4,,,,13,11,145.2,3.4,34.1,8.0,8.7,21.2,14.5,4.1,7.4,122.0,47.7,C023_Arrasate_2017_FEB,C023,Arrasate,2017,FEB
C084_Behobia_2017_FEB,0,70.6,,,,13,10,107.6,2.4,29,,10.7,20.3,15.2,6.4,,,,C084_Behobia_2017_FEB,C084,Behobia,2017,FEB
C0EA_Belauntza_2017_FEB,0,81.9,0.452,0.288,,13,11,112.6,2.2,26.4,,10.7,20.8,16.5,6.0,,,,C0EA_Belauntza_2017_FEB,C0EA,Belauntza,2017,FEB
C026_Berastegi_2017_FEB,6,78.6,,,,12,12,131.6,2.1,25.3,,7.9,17.1,12.9,2.8,8.4,88.9,43.6,C026_Berastegi_2017_FEB,C026,Berastegi,2017,FEB
C058_Bidania_2017_FEB,2,72.8,,,,14,11,105.8,2.5,17,8.0,8.3,18.3,12.2,4.8,11.8,107.3,48.9,C058_Bidania_2017_FEB,C058,Bidania,2017,FEB
C0F0_Ereñozu_2017_FEB,0,81.6,0.968,0.636,,14,10,96.3,2.8,18.2,,9.8,19.2,14.8,5.4,,,,C0F0_Ereñozu_2017_FEB,C0F0,Ereñozu,2017,FEB
C0F1_Eskas_2017_FEB,,,,,,,,,,,,,,,,,,,C0F1_Eskas_2017_FEB,C0F1,Eskas,2017,FEB
C0E7_Estanda_2017_FEB,0,79.0,0.643,0.240,,13,12,91.3,2.3,18.4,,9.6,20.2,15.5,4.6,,,,C0E7_Estanda_2017_FEB,C0E7,Estanda,2017,FEB
C018_Higer_2017_FEB,0,71.7,,,,,,,,,7.7,12.0,20.2,15.2,8.8,12.4,109.8,47.0,C018_Higer_2017_FEB,C018,Higer,2017,FEB
C0DC_Ibai Eder_2017_FEB,0,85.6,0.556,0.269,,13,11,95.2,1.8,19,8.2,10.9,22.6,17.0,5.9,,,,C0DC_Ibai Eder_2017_FEB,C0DC,Ibai Eder,2017,FEB
C071_Jaizkibel_2017_FEB,0,75.0,,,,,,,,,,9.6,17.5,13.0,6.8,26.0,123.1,64.2,C071_Jaizkibel_2017_FEB,C071,Jaizkibel,2017,FEB
C0EC_Lasarte_2017_FEB,0,75.5,1.446,0.700,,13,11,92.6,2.8,17.8,7.5,10.6,19.8,15.1,6.3,7.4,79.2,41.9,C0EC_Lasarte_2017_FEB,C0EC,Lasarte,2017,FEB
C0DE_Matxinbenta_2017_FEB,0,84.9,0.385,0.170,,14,12,97.2,2.5,18.2,,10.6,19.5,15.7,6.3,,,,C0DE_Matxinbenta_2017_FEB,C0DE,Matxinbenta,2017,FEB
C017_Miramon_2017_FEB,0,76.7,,,,13,9,104.8,1.8,25.9,,10.9,20.2,15.6,6.9,10.9,96.5,46.3,C017_Miramon_2017_FEB,C017,Miramon,2017,FEB
C0F4_Oiartzun_2017_FEB,0,70.7,0.572,0.314,,13,9,99,2,25.7,,10.6,20.8,15.9,5.4,,,,C0F4_Oiartzun_2017_FEB,C0F4,Oiartzun,2017,FEB
C0D1_Oñati_2017_FEB,0,79.8,0.923,0.409,,13,12,101.3,2.3,20.7,,9.2,19.0,15.1,4.1,,,,C0D1_Oñati_2017_FEB,C0D1,Oñati,2017,FEB
